flink-identity-1  | Resuming from checkpoint: /tmp/flink-checkpoints/26831ffb727992ac5c0687c7993a6b13/chk-279
flink-identity-1                | [jobmanager-io-thread-14] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 486 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 486 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 487 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186308049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 211 with epoch 0
flink-identity-1                | [jobmanager-io-thread-12] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 487 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 487 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 488 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186309049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 212 with epoch 0
flink-identity-1                | [jobmanager-io-thread-1] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 488 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=7 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 488 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 489 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186310049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 213 with epoch 0
flink-identity-1                | [jobmanager-io-thread-16] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 489 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=7 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 489 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 490 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186311048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 214 with epoch 0
flink-identity-1                | [jobmanager-io-thread-2] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 490 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 490 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 491 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186312048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 215 with epoch 0
flink-identity-1                | [jobmanager-io-thread-13] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 491 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=7 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 491 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 492 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186313048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 216 with epoch 0
flink-identity-1                | [jobmanager-io-thread-10] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 492 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 492 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 493 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186314049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 217 with epoch 0
flink-identity-1                | [jobmanager-io-thread-16] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 493 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 493 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 494 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186315049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 218 with epoch 0
flink-identity-1                | [jobmanager-io-thread-5] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 494 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 494 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 495 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186316049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 219 with epoch 0
flink-identity-1                | [jobmanager-io-thread-14] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 495 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=5 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 495 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 496 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186317049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 220 with epoch 0
flink-identity-1                | [jobmanager-io-thread-13] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 496 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 496 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 497 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186318049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 221 with epoch 0
flink-identity-1                | [jobmanager-io-thread-8] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 497 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=12 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 497 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 498 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186319049 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] ProducerId set to 222 with epoch 0
flink-identity-1                | [jobmanager-io-thread-3] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 498 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=0 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 498 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 499 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186320048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] Invoking InitProducerId for the first time in order to acquire a producer ID
flink-identity-1                | [kafka-producer-network-thread | producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-320] ProducerId set to 223 with epoch 0
flink-identity-1                | [jobmanager-io-thread-10] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Completed checkpoint 499 for job c26105429865d408e78c7adc4389e1d0 (1254 bytes, checkpointDuration=6 ms, finalizationTime=1 ms).
flink-identity-1                | [SourceCoordinator-Source: kafka-source] INFO org.apache.flink.runtime.source.coordinator.SourceCoordinator - Marking checkpoint 499 as completed for source Source: kafka-source.
flink-identity-1                | [Checkpoint Timer] INFO org.apache.flink.runtime.checkpoint.CheckpointCoordinator - Triggering checkpoint 500 (type=CheckpointType{name='Checkpoint', sharingFilesStrategy=FORWARD_BACKWARD}) @ 1784186321048 for job c26105429865d408e78c7adc4389e1d0.
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.flink.connector.kafka.sink.internal.FlinkKafkaInternalProducer - Flushing new partitions
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] WARN org.apache.flink.metrics.MetricGroup - Name collision: Group already contains a Metric with the name 'pendingCommittables'. Metric will not be reported.[, taskmanager, 38dcff6d-853f-4885-b651-6a7b17cd4496, stream-state-bench-flink-identity, kafka-sink: Committer, 0]
flink-identity-1                | [Source: kafka-source -> Flat Map -> kafka-sink: Writer -> kafka-sink: Committer (1/1)#0] INFO org.apache.kafka.clients.producer.internals.TransactionManager - [Producer clientId=producer-stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319, transactionalId=stream-state-bench-flink-identity-latency-failure_jvm_kill-0-319] Invoking InitProducerId for the first time in order to acquire a producer ID
